Value,Date,series
0.43,2020-07-15,RecreationCulture
0.06,2020-07-15,Education
0.21,2020-07-15,RestaurantsHotels
0.13,2020-07-15,Misc
0.11,2020-06-15,Food
0.08,2020-06-15,AlcoholTobacco
-0.13,2020-06-15,ClothingFootwear
-0.15,2020-06-15,HousingHouseService
-0.03,2020-06-15,FurnitureHousehold
0.06,2020-06-15,Health
-0.24,2020-06-15,Transport
0.09,2020-06-15,Communication
0.42,2020-06-15,RecreationCulture
0.06,2020-06-15,Education
0.21,2020-06-15,RestaurantsHotels
0.13,2020-06-15,Misc
0.13,2020-03-15,Food
0.06,2020-03-15,AlcoholTobacco
-0.07,2020-03-15,ClothingFootwear
0.22,2020-03-15,HousingHouseService
0.01,2020-03-15,FurnitureHousehold
0.09,2020-03-15,Health
0.21,2020-03-15,Transport
0.12,2020-03-15,Communication
0.21,2020-03-15,RecreationCulture
0.06,2020-03-15,Education
0.26,2020-03-15,RestaurantsHotels
0.24,2020-03-15,Misc
0.18,2020-05-15,Food
0.1,2020-05-15,AlcoholTobacco
-0.2,2020-05-15,ClothingFootwear
-0.16,2020-05-15,HousingHouseService
-0.03,2020-05-15,FurnitureHousehold
0.02,2020-05-15,Health
-0.25,2020-05-15,Transport
0.09,2020-05-15,Communication
0.31,2020-05-15,RecreationCulture
0.06,2020-05-15,Education
0.24,2020-05-15,RestaurantsHotels
0.11,2020-05-15,Misc
-0.06,2020-11-15,Food
0.08,2020-11-15,AlcoholTobacco
-0.25,2020-11-15,ClothingFootwear
-0.18,2020-11-15,HousingHouseService
-0.01,2020-11-15,FurnitureHousehold
0.05,2020-11-15,Health
0.15,2020-11-15,Transport
0.08,2020-11-15,Communication
0.32,2020-11-15,RecreationCulture
0.06,2020-11-15,Education
0.04,2020-11-15,RestaurantsHotels
0.04,2020-11-15,Misc
0.06,2020-10-15,Food
0.08,2020-10-15,AlcoholTobacco
-0.01,2020-10-15,ClothingFootwear
-0.17,2020-10-15,HousingHouseService
0.02,2020-10-15,FurnitureHousehold
0.06,2020-10-15,Health
0.19,2020-10-15,Transport
0.07,2020-10-15,Communication
0.33,2020-10-15,RecreationCulture
0.06,2020-10-15,Education
-0.06,2020-10-15,RestaurantsHotels
0.07,2020-10-15,Misc
-0.01,2020-09-15,Food
0.08,2020-09-15,AlcoholTobacco
-0.09,2020-09-15,ClothingFootwear
-0.11,2020-09-15,HousingHouseService
-0.03,2020-09-15,FurnitureHousehold
0.06,2020-09-15,Health
0.14,2020-09-15,Transport
0.07,2020-09-15,Communication
0.4,2020-09-15,RecreationCulture
0.05,2020-09-15,Education
-0.08,2020-09-15,RestaurantsHotels
0.07,2020-09-15,Misc
-0.06,2021-01-15,Food
0.13,2021-01-15,AlcoholTobacco
-0.29,2021-01-15,ClothingFootwear
-0.16,2021-01-15,HousingHouseService
0.06,2021-01-15,FurnitureHousehold
0.03,2021-01-15,Health
0.31,2021-01-15,Transport
0.05,2021-01-15,Communication
0.44,2021-01-15,RecreationCulture
0.06,2021-01-15,Education
0.1,2021-01-15,RestaurantsHotels
0.03,2021-01-15,Misc
