Square Footage,County,Agency Name
2816,Perry,Department of Agriculture
4000,Perry,Department of Agriculture
8800,Perry,Department of Agriculture
6400,Perry,Department of Agriculture
6400,Perry,Department of Agriculture
8000,Perry,Department of Agriculture
522,Perry,Department of Agriculture
943,Perry,Department of Agriculture
6114,Perry,Department of Agriculture
6198,Perry,Department of Agriculture
896,Perry,Department of Agriculture
49185,Perry,Department of Agriculture
454,Perry,Department of Agriculture
2270,Perry,Department of Agriculture
26000,Perry,Department of Agriculture
10500,Perry,Department of Agriculture
31212,Perry,Department of Agriculture
2400,Perry,Department of Agriculture
2400,Perry,Department of Agriculture
1072,Perry,Department of Agriculture
1335,Perry,Department of Agriculture
54,Perry,Department of Agriculture
1618,Sangamon,Department of Agriculture
3888,Perry,Department of Agriculture
4752,Perry,Department of Agriculture
5184,Perry,Department of Agriculture
851,Sangamon,Department of Agriculture
851,Sangamon,Department of Agriculture
851,Sangamon,Department of Agriculture
900,Sangamon,Department of Agriculture
900,Sangamon,Department of Agriculture
900,Sangamon,Department of Agriculture
900,Sangamon,Department of Agriculture
851,Sangamon,Department of Agriculture
900,Sangamon,Department of Agriculture
900,Sangamon,Department of Agriculture
1600,Sangamon,Department of Agriculture
6480,Perry,Department of Agriculture
6912,Perry,Department of Agriculture
7776,Perry,Department of Agriculture
8208,Perry,Department of Agriculture
6000,Perry,Department of Agriculture
720,Perry,Department of Agriculture
21000,Perry,Department of Agriculture
1800,Perry,Department of Agriculture
1800,Perry,Department of Agriculture
1800,Perry,Department of Agriculture
14000,Perry,Department of Agriculture
1850,Sangamon,Department of Agriculture
132800,Sangamon,Department of Agriculture
59700,Sangamon,Department of Agriculture
3950,Sangamon,Department of Agriculture
15118,Sangamon,Department of Agriculture
149400,Sangamon,Department of Agriculture
8000,Sangamon,Department of Agriculture
3956,Sangamon,Department of Agriculture
4023,Sangamon,Department of Agriculture
4716,Sangamon,Department of Agriculture
4716,Sangamon,Department of Agriculture
4716,Sangamon,Department of Agriculture
3218,Sangamon,Department of Agriculture
4716,Sangamon,Department of Agriculture
3120,Sangamon,Department of Agriculture
3120,Sangamon,Department of Agriculture
4716,Sangamon,Department of Agriculture
4128,Sangamon,Department of Agriculture
42000,Sangamon,Department of Agriculture
3600,Sangamon,Department of Agriculture
4200,St. Clair,Department of Agriculture
41000,Clinton,Department of Agriculture
984,Clinton,Department of Agriculture
54540,Sangamon,Illinois Courts
15000,LaSalle,Appellate Court / Third District
3700,LaSalle,Appellate Court / Third District
15124,Jefferson,Appellate Court / Fifth District
43330,Kane,Appellate Court / Second District
255000,Sangamon,Historic Preservation Agency
14900,McLean,Historic Preservation Agency
290,McLean,Historic Preservation Agency
768,McLean,Historic Preservation Agency
3200,McLean,Illinois State University
3431,McLean,Historic Preservation Agency
714,McLean,Historic Preservation Agency
1200,McLean,Historic Preservation Agency
400,Knox,Historic Preservation Agency
1980,Knox,Historic Preservation Agency
440,Knox,Historic Preservation Agency
36,Knox,Historic Preservation Agency
107660,Champaign,University of Illinois
12200,Champaign,University of Illinois
31639,Champaign,University of Illinois
27409,Champaign,University of Illinois
283194,Champaign,University of Illinois
47656,Champaign,University of Illinois
41217,Champaign,University of Illinois
214000,Champaign,University of Illinois
108513,Champaign,University of Illinois
56060,Champaign,University of Illinois
93000,Champaign,University of Illinois
26726,Champaign,University of Illinois
48287,Champaign,University of Illinois
10998,Champaign,University of Illinois
5036,Champaign,University of Illinois
50672,Champaign,University of Illinois
180450,Champaign,University of Illinois
33071,Champaign,University of Illinois
73160,Champaign,University of Illinois
166742,Champaign,University of Illinois
15262,Champaign,University of Illinois
67677,Champaign,University of Illinois
5916,Champaign,University of Illinois
142281,Champaign,University of Illinois
13401,Champaign,University of Illinois
102521,Champaign,University of Illinois
9050,Champaign,University of Illinois
45072,Champaign,University of Illinois
124946,Champaign,University of Illinois
96362,Champaign,University of Illinois
38467,Champaign,University of Illinois
596000,Champaign,University of Illinois
51944,Champaign,University of Illinois
109393,Champaign,University of Illinois
132146,Champaign,University of Illinois
148780,Champaign,University of Illinois
9411,Champaign,University of Illinois
77204,Champaign,University of Illinois
265486,Champaign,University of Illinois
80434,Champaign,University of Illinois
56120,Champaign,University of Illinois
22111,Champaign,University of Illinois
8022,Champaign,University of Illinois
141175,Champaign,University of Illinois
11896,Champaign,University of Illinois
65876,Champaign,University of Illinois
46950,Champaign,University of Illinois
32360,Champaign,University of Illinois
5755,Champaign,University of Illinois
98512,Champaign,University of Illinois
40984,Champaign,University of Illinois
135671,Champaign,University of Illinois
191600,Champaign,University of Illinois
47493,Champaign,University of Illinois
99092,Champaign,University of Illinois
31683,Champaign,University of Illinois
203204,Champaign,University of Illinois
24744,Champaign,University of Illinois
230000,Champaign,University of Illinois
45772,Champaign,University of Illinois
147733,Champaign,University of Illinois
6330,Champaign,University of Illinois
45655,Champaign,University of Illinois
32458,Champaign,University of Illinois
101207,Champaign,University of Illinois
1850,Champaign,University of Illinois
43604,Champaign,University of Illinois
85111,Champaign,University of Illinois
3255,Champaign,University of Illinois
260237,Champaign,University of Illinois
25349,Champaign,University of Illinois
88973,Champaign,University of Illinois
720,Champaign,University of Illinois
89493,Champaign,University of Illinois
2864,Champaign,University of Illinois
2600,Champaign,University of Illinois
27369,Champaign,University of Illinois
54826,Champaign,University of Illinois
171434,Champaign,University of Illinois
6314,Champaign,University of Illinois
11237,Champaign,University of Illinois
5275,Champaign,University of Illinois
4635,Champaign,University of Illinois
4651,Champaign,University of Illinois
29533,Champaign,University of Illinois
15785,Champaign,University of Illinois
13985,Champaign,University of Illinois
125155,Champaign,University of Illinois
5925,Champaign,University of Illinois
154780,Champaign,University of Illinois
98206,Champaign,University of Illinois
92788,Champaign,University of Illinois
5608,Champaign,University of Illinois
2240,Champaign,University of Illinois
2420,Champaign,University of Illinois
1550,Champaign,University of Illinois
151257,Champaign,University of Illinois
16086,Champaign,University of Illinois
9688,Champaign,University of Illinois
23808,Champaign,University of Illinois
40942,Champaign,University of Illinois
25211,Champaign,University of Illinois
113015,Champaign,University of Illinois
7846,Champaign,University of Illinois
107075,Champaign,University of Illinois
42367,Champaign,University of Illinois
892,Champaign,University of Illinois
5614,Champaign,University of Illinois
10478,Champaign,University of Illinois
4003,Champaign,University of Illinois
168,Champaign,University of Illinois
108401,Champaign,University of Illinois
9157,Champaign,University of Illinois
11242,Champaign,University of Illinois
178186,Champaign,University of Illinois
155308,Champaign,University of Illinois
4451,Champaign,University of Illinois
7384,Champaign,University of Illinois
190977,Champaign,University of Illinois
22272,Champaign,University of Illinois
74643,Champaign,University of Illinois
78380,Champaign,University of Illinois
10548,Champaign,University of Illinois
49319,Champaign,University of Illinois
4720,Champaign,University of Illinois
37761,Champaign,University of Illinois
18360,Champaign,University of Illinois
167546,Champaign,University of Illinois
1800,Champaign,University of Illinois
3136,Champaign,University of Illinois
32975,Champaign,University of Illinois
3284,Champaign,University of Illinois
6110,Champaign,University of Illinois
1227,Champaign,University of Illinois
4988,Champaign,University of Illinois
16619,Champaign,University of Illinois
2400,Champaign,University of Illinois
3680,Champaign,University of Illinois
7684,Champaign,University of Illinois
1338,Champaign,University of Illinois
8360,Champaign,University of Illinois
4087,Champaign,University of Illinois
3280,Champaign,University of Illinois
4878,Champaign,University of Illinois
10058,Champaign,University of Illinois
7224,Champaign,University of Illinois
5853,Champaign,University of Illinois
2856,Champaign,University of Illinois
29294,Champaign,University of Illinois
21845,Champaign,University of Illinois
1880,Champaign,University of Illinois
4078,Champaign,University of Illinois
2560,Champaign,University of Illinois
4000,Champaign,University of Illinois
2101,Champaign,University of Illinois
3046,Champaign,University of Illinois
5248,Champaign,University of Illinois
5248,Champaign,University of Illinois
7306,Champaign,University of Illinois
4992,Champaign,University of Illinois
4992,Champaign,University of Illinois
4992,Champaign,University of Illinois
20790,Champaign,University of Illinois
13529,Champaign,University of Illinois
19900,Champaign,University of Illinois
5499,Champaign,University of Illinois
9880,Champaign,University of Illinois
7234,Champaign,University of Illinois
19092,Champaign,University of Illinois
171231,Champaign,University of Illinois
1600,Champaign,University of Illinois
27118,Champaign,University of Illinois
60891,Champaign,University of Illinois
25741,Champaign,University of Illinois
4595,Champaign,University of Illinois
5124,Champaign,University of Illinois
3456,Champaign,University of Illinois
6238,Champaign,University of Illinois
22350,Champaign,University of Illinois
11650,Champaign,University of Illinois
2682,Champaign,University of Illinois
32640,Champaign,University of Illinois
208,Champaign,University of Illinois
33134,Champaign,University of Illinois
5772,Champaign,University of Illinois
119994,Champaign,University of Illinois
4900,Champaign,University of Illinois
625,Champaign,University of Illinois
684,Champaign,University of Illinois
4800,Champaign,University of Illinois
4270,Champaign,University of Illinois
5436,Champaign,University of Illinois
101259,Champaign,University of Illinois
4160,Champaign,University of Illinois
10100,Champaign,University of Illinois
258516,Champaign,University of Illinois
10645,Champaign,University of Illinois
2255,Champaign,University of Illinois
1743,Champaign,University of Illinois
6480,Champaign,University of Illinois
4992,Champaign,University of Illinois
27527,Champaign,University of Illinois
88501,Champaign,University of Illinois
3476,Champaign,University of Illinois
3067,Champaign,University of Illinois
1168,Champaign,University of Illinois
4257,Champaign,University of Illinois
2068,Champaign,University of Illinois
9120,Champaign,University of Illinois
9120,Champaign,University of Illinois
9120,Champaign,University of Illinois
1344,Champaign,University of Illinois
4608,Champaign,University of Illinois
3840,Champaign,University of Illinois
900,Champaign,University of Illinois
360,Champaign,University of Illinois
2400,Champaign,University of Illinois
960,Champaign,University of Illinois
150,Champaign,University of Illinois
32229,Champaign,University of Illinois
3276,Champaign,University of Illinois
3672,Champaign,University of Illinois
2348,Champaign,University of Illinois
1296,Champaign,University of Illinois
900,Champaign,University of Illinois
134193,Champaign,University of Illinois
3691,Champaign,University of Illinois
7609,Champaign,University of Illinois
912,Champaign,University of Illinois
16303,Champaign,University of Illinois
64709,Champaign,University of Illinois
46570,Champaign,University of Illinois
3450,Champaign,University of Illinois
3696,Champaign,University of Illinois
12120,Champaign,University of Illinois
109870,Champaign,University of Illinois
32017,Champaign,University of Illinois
10640,Champaign,University of Illinois
2072,Champaign,University of Illinois
7107,Champaign,University of Illinois
444,Champaign,University of Illinois
12377,Champaign,University of Illinois
5337,Champaign,University of Illinois
1869,Champaign,University of Illinois
3034,Champaign,University of Illinois
47659,Champaign,University of Illinois
820,Champaign,University of Illinois
13910,Champaign,University of Illinois
5583,Champaign,University of Illinois
3210,Champaign,University of Illinois
9600,Champaign,University of Illinois
7501,Champaign,University of Illinois
8664,Champaign,University of Illinois
6024,Champaign,University of Illinois
8460,Champaign,University of Illinois
25371,Champaign,University of Illinois
18334,Champaign,University of Illinois
10265,Champaign,University of Illinois
3360,Champaign,University of Illinois
22500,Champaign,University of Illinois
4650,Champaign,University of Illinois
3288,Champaign,University of Illinois
5500,Champaign,University of Illinois
6800,Champaign,University of Illinois
6176,Champaign,University of Illinois
2750,Champaign,University of Illinois
431,Champaign,University of Illinois
8627,Champaign,University of Illinois
65397,Champaign,University of Illinois
73317,Champaign,University of Illinois
240694,Champaign,University of Illinois
3488,Champaign,University of Illinois
33325,Champaign,University of Illinois
335918,Champaign,University of Illinois
5000,Champaign,University of Illinois
3802,Champaign,University of Illinois
11564,Champaign,University of Illinois
14484,Champaign,University of Illinois
50926,Champaign,University of Illinois
344228,Champaign,University of Illinois
14277,Champaign,University of Illinois
7622,Champaign,University of Illinois
101614,Champaign,University of Illinois
7584,McLean,Illinois State University
226525,Champaign,University of Illinois
2800,Champaign,University of Illinois
1230,Champaign,University of Illinois
1160,Champaign,University of Illinois
132,Champaign,University of Illinois
16226,Champaign,University of Illinois
2294,Champaign,University of Illinois
902,Champaign,University of Illinois
114,Champaign,University of Illinois
1396,Champaign,University of Illinois
960,Champaign,University of Illinois
180,Champaign,University of Illinois
240,Champaign,University of Illinois
500,Champaign,University of Illinois
150,Champaign,University of Illinois
168,Champaign,University of Illinois
385,Champaign,University of Illinois
385,Champaign,University of Illinois
280,Champaign,University of Illinois
1224,Champaign,University of Illinois
337,Champaign,University of Illinois
180,Champaign,University of Illinois
753,Champaign,University of Illinois
484,Champaign,University of Illinois
220,Champaign,University of Illinois
259,Champaign,University of Illinois
418,Champaign,University of Illinois
418,Champaign,University of Illinois
1936,Champaign,University of Illinois
9600,Champaign,University of Illinois
160,Champaign,University of Illinois
340,Champaign,University of Illinois
40911,Champaign,University of Illinois
3240,Champaign,University of Illinois
12894,Champaign,University of Illinois
3740,Champaign,University of Illinois
960,Champaign,University of Illinois
1248,Champaign,University of Illinois
2048,Champaign,University of Illinois
21168,Champaign,University of Illinois
275225,Cook,University of Illinois
19569,Cook,University of Illinois
91482,Cook,University of Illinois
460546,Cook,University of Illinois
264105,Cook,University of Illinois
58756,Cook,University of Illinois
108499,Cook,University of Illinois
17117,Cook,University of Illinois
23545,Cook,University of Illinois
20827,Cook,University of Illinois
23120,Cook,University of Illinois
16609,Cook,University of Illinois
32048,Cook,University of Illinois
263985,Cook,University of Illinois
456722,Cook,University of Illinois
122827,Cook,University of Illinois
151672,Cook,University of Illinois
13021,Cook,University of Illinois
33983,Cook,University of Illinois
140281,Cook,University of Illinois
140554,Cook,University of Illinois
322241,Cook,University of Illinois
7192,Cook,University of Illinois
1108,Cook,University of Illinois
68343,Cook,University of Illinois
163999,Cook,University of Illinois
29779,Cook,University of Illinois
266,Cook,University of Illinois
28746,Cook,University of Illinois
22195,Cook,University of Illinois
1670,Cook,University of Illinois
426,Cook,University of Illinois
1792,Cook,University of Illinois
10840,Cook,University of Illinois
9104,Cook,University of Illinois
18826,Cook,University of Illinois
166221,Cook,University of Illinois
4031,Cook,University of Illinois
244,Cook,University of Illinois
5985,Cook,University of Illinois
100000,Cook,University of Illinois
53740,Cook,University of Illinois
55764,Cook,University of Illinois
181094,Cook,University of Illinois
188839,Cook,University of Illinois
194837,Cook,University of Illinois
27629,Cook,University of Illinois
185214,Cook,University of Illinois
4244,Cook,University of Illinois
17163,Cook,University of Illinois
243593,Cook,University of Illinois
280139,Cook,University of Illinois
30587,Cook,University of Illinois
84572,Cook,University of Illinois
50200,Cook,University of Illinois
484,Cook,University of Illinois
185880,Cook,University of Illinois
162267,Cook,University of Illinois
347981,Cook,University of Illinois
67569,Cook,University of Illinois
120779,Cook,University of Illinois
130497,Cook,University of Illinois
48,Cook,University of Illinois
155636,Cook,University of Illinois
21734,Cook,University of Illinois
96087,Cook,University of Illinois
1235,Cook,University of Illinois
53984,Cook,University of Illinois
44878,Cook,University of Illinois
4736,Cook,University of Illinois
779732,Cook,University of Illinois
19536,Cook,University of Illinois
96437,Cook,University of Illinois
671416,Cook,University of Illinois
19040,Cook,University of Illinois
242165,Cook,University of Illinois
124946,Peoria,University of Illinois
26521,Winnebago,University of Illinois
40733,Winnebago,University of Illinois
5712,Winnebago,University of Illinois
7903,Winnebago,University of Illinois
77584,Winnebago,University of Illinois
6872,Winnebago,University of Illinois
6763,Winnebago,University of Illinois
8056,Winnebago,University of Illinois
61993,Jackson,Southern Illinois University
32146,Jackson,Southern Illinois University
61184,Jackson,Southern Illinois University
35415,Jackson,Southern Illinois University
47388,Jackson,Southern Illinois University
52980,Jackson,Southern Illinois University
23775,Jackson,Southern Illinois University
16858,Jackson,Southern Illinois University
70954,Jackson,Southern Illinois University
54973,Jackson,Southern Illinois University
12998,Jackson,Southern Illinois University
4464,Jackson,Southern Illinois University
63043,Jackson,Southern Illinois University
4108,Jackson,Southern Illinois University
8779,Jackson,Southern Illinois University
28435,Jackson,Southern Illinois University
16363,Jackson,Southern Illinois University
100431,Jackson,Southern Illinois University
99209,Jackson,Southern Illinois University
331541,Jackson,Southern Illinois University
79250,Jackson,Southern Illinois University
142606,Jackson,Southern Illinois University
97644,Jackson,Southern Illinois University
110944,Jackson,Southern Illinois University
72125,Jackson,Southern Illinois University
224843,Jackson,Southern Illinois University
226495,Jackson,Southern Illinois University
18706,Jackson,Southern Illinois University
109905,Jackson,Southern Illinois University
43193,Jackson,Southern Illinois University
27780,Jackson,Southern Illinois University
2352,McLean,Illinois State University
87639,Jackson,Southern Illinois University
37514,Jackson,Southern Illinois University
62437,Jackson,Southern Illinois University
2063,Jackson,Southern Illinois University
3740,Jackson,Southern Illinois University
4431,Jackson,Southern Illinois University
277831,Jackson,Southern Illinois University
93186,Jackson,Southern Illinois University
98347,Jackson,Southern Illinois University
93386,Jackson,Southern Illinois University
344652,Jackson,Southern Illinois University
92392,Jackson,Southern Illinois University
651,Jackson,Southern Illinois University
8907,Jackson,Southern Illinois University
136,Jackson,Southern Illinois University
59584,Jackson,Southern Illinois University
5239,Jackson,Southern Illinois University
18335,Jackson,Southern Illinois University
13863,Jackson,Southern Illinois University
14277,Jackson,Southern Illinois University
11607,Jackson,Southern Illinois University
2020,Jackson,Southern Illinois University
144,Jackson,Southern Illinois University
1452,Jackson,Southern Illinois University
7924,Jackson,Southern Illinois University
20593,Jackson,Southern Illinois University
17679,Jackson,Southern Illinois University
32196,Jackson,Southern Illinois University
13488,Jackson,Southern Illinois University
1862,Jackson,Southern Illinois University
9855,Jackson,Southern Illinois University
757,Jackson,Southern Illinois University
3456,Jackson,Southern Illinois University
602,Jackson,Southern Illinois University
2423,Jackson,Southern Illinois University
2525,Jackson,Southern Illinois University
3260,Jackson,Southern Illinois University
2640,Jackson,Southern Illinois University
3307,Jackson,Southern Illinois University
2618,Jackson,Southern Illinois University
2486,Jackson,Southern Illinois University
3564,Jackson,Southern Illinois University
2172,Jackson,Southern Illinois University
1903,Jackson,Southern Illinois University
24770,Jackson,Southern Illinois University
4271,Jackson,Southern Illinois University
8139,Jackson,Southern Illinois University
8327,Jackson,Southern Illinois University
8217,Jackson,Southern Illinois University
8349,Jackson,Southern Illinois University
3045,Jackson,Southern Illinois University
19534,Jackson,Southern Illinois University
9894,Jackson,Southern Illinois University
16057,Jackson,Southern Illinois University
988,Jackson,Southern Illinois University
25404,Jackson,Southern Illinois University
10296,Jackson,Southern Illinois University
2505,Jackson,Southern Illinois University
2265,Jackson,Southern Illinois University
6261,Jackson,Southern Illinois University
2080,Jackson,Southern Illinois University
1437,Jackson,Southern Illinois University
970,Jackson,Southern Illinois University
4254,Jackson,Southern Illinois University
17756,Jackson,Southern Illinois University
25885,Jackson,Southern Illinois University
27854,Jackson,Southern Illinois University
16174,Jackson,Southern Illinois University
2076,Jackson,Southern Illinois University
7695,Jackson,Southern Illinois University
2184,Jackson,Southern Illinois University
2334,Jackson,Southern Illinois University
328,Jackson,Southern Illinois University
1320,Jackson,Southern Illinois University
958,Jackson,Southern Illinois University
5059,Jackson,Southern Illinois University
4382,Jackson,Southern Illinois University
5097,Jackson,Southern Illinois University
4551,Jackson,Southern Illinois University
5981,Jackson,Southern Illinois University
260,Jackson,Southern Illinois University
55857,Jackson,Southern Illinois University
2289,Jackson,Southern Illinois University
28756,Jackson,Southern Illinois University
1584,Jackson,Southern Illinois University
4289,Jackson,Southern Illinois University
5407,Jackson,Southern Illinois University
6200,Jackson,Southern Illinois University
10112,Jackson,Southern Illinois University
4902,Jackson,Southern Illinois University
2589,Jackson,Southern Illinois University
5212,,Northern Illinois University
166,Jackson,Southern Illinois University
440,Jackson,Southern Illinois University
3835,Jackson,Southern Illinois University
2603,Jackson,Southern Illinois University
2524,Jackson,Southern Illinois University
2912,Jackson,Southern Illinois University
2753,Jackson,Southern Illinois University
9956,Jackson,Southern Illinois University
9790,Jackson,Southern Illinois University
4474,Jackson,Southern Illinois University
8220,Jackson,Southern Illinois University
2421,Jackson,Southern Illinois University
12394,Jackson,Southern Illinois University
687,Jackson,Southern Illinois University
11535,Jackson,Southern Illinois University
1918,Jackson,Southern Illinois University
1814,Jackson,Southern Illinois University
1867,Jackson,Southern Illinois University
1833,Jackson,Southern Illinois University
3711,Jackson,Southern Illinois University
3603,Jackson,Southern Illinois University
1352,Jackson,Southern Illinois University
4832,Jackson,Southern Illinois University
2400,Jackson,Southern Illinois University
6760,Jackson,Southern Illinois University
2400,Jackson,Southern Illinois University
4978,Jackson,Southern Illinois University
4120,Jackson,Southern Illinois University
4200,Jackson,Southern Illinois University
637,Jackson,Southern Illinois University
10222,Jackson,Southern Illinois University
2376,Jackson,Southern Illinois University
1040,Jackson,Southern Illinois University
1379,Jackson,Southern Illinois University
254,Jackson,Southern Illinois University
2133,Jackson,Southern Illinois University
180,Jackson,Southern Illinois University
132,Jackson,Southern Illinois University
128,Jackson,Southern Illinois University
1634,Jackson,Southern Illinois University
1577,Jackson,Southern Illinois University
1446,Jackson,Southern Illinois University
6842,Jackson,Southern Illinois University
40712,Jackson,Southern Illinois University
753,Jackson,Southern Illinois University
288,Jackson,Southern Illinois University
36,Jackson,Southern Illinois University
915,Jackson,Southern Illinois University
2022,Jackson,Southern Illinois University
120,Jackson,Southern Illinois University
521,Jackson,Southern Illinois University
9467,Jackson,Southern Illinois University
25748,Jackson,Southern Illinois University
12955,Jackson,Southern Illinois University
2132,Jackson,Southern Illinois University
100,Jackson,Southern Illinois University
2719,Jackson,Southern Illinois University
5175,Jackson,Southern Illinois University
50308,Jackson,Southern Illinois University
84399,Jackson,Southern Illinois University
28575,Jackson,Southern Illinois University
160305,Sangamon,Southern Illinois University
23286,Sangamon,Southern Illinois University
25035,Sangamon,Southern Illinois University
3342,Sangamon,Southern Illinois University
191101,Madison,Southern Illinois University
138338,Madison,Southern Illinois University
166528,Madison,Southern Illinois University
95005,Madison,Southern Illinois University
99975,Madison,Southern Illinois University
31756,Madison,Southern Illinois University
1115,Madison,Southern Illinois University
28123,Madison,Southern Illinois University
58553,Madison,Southern Illinois University
856,Madison,Southern Illinois University
144534,Madison,Southern Illinois University
139933,Madison,Southern Illinois University
1344,Madison,Southern Illinois University
1250,Madison,Southern Illinois University
2362,Madison,Southern Illinois University
18741,Madison,Southern Illinois University
1250,Madison,Southern Illinois University
116030,Madison,Southern Illinois University
2912,Madison,Southern Illinois University
147000,Madison,Southern Illinois University
2250,Madison,Southern Illinois University
6000,Madison,Southern Illinois University
14400,Madison,Southern Illinois University
48000,Madison,Southern Illinois University
131835,Madison,Southern Illinois University
980,Madison,Southern Illinois University
2285,Madison,Southern Illinois University
2169,Madison,Southern Illinois University
13282,Madison,Southern Illinois University
3507,Madison,Southern Illinois University
9212,Madison,Southern Illinois University
26089,Madison,Southern Illinois University
9344,Madison,Southern Illinois University
12197,Madison,Southern Illinois University
3605,Madison,Southern Illinois University
3382,Madison,Southern Illinois University
6008,Madison,Southern Illinois University
3645,Madison,Southern Illinois University
2936,Madison,Southern Illinois University
4061,Madison,Southern Illinois University
1437,Madison,Southern Illinois University
33000,Madison,Southern Illinois University
19318,Madison,Southern Illinois University
3104,Jackson,Southern Illinois University
439,Jackson,Southern Illinois University
230,Jackson,Southern Illinois University
328,Jackson,Southern Illinois University
233,Jackson,Southern Illinois University
261,Jackson,Southern Illinois University
232,Jackson,Southern Illinois University
4382,Jackson,Southern Illinois University
274,Jackson,Southern Illinois University
233,Jackson,Southern Illinois University
232,Jackson,Southern Illinois University
845,Jackson,Southern Illinois University
280,Jackson,Southern Illinois University
280,Jackson,Southern Illinois University
961,Jackson,Southern Illinois University
968,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
910,Jackson,Southern Illinois University
804,Jackson,Southern Illinois University
1274,Jackson,Southern Illinois University
1810,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
340,Jackson,Southern Illinois University
196,Jackson,Southern Illinois University
280,Jackson,Southern Illinois University
128,Jackson,Southern Illinois University
2315,Jackson,Southern Illinois University
2280,Jackson,Southern Illinois University
2877,Jackson,Southern Illinois University
11880,Jackson,Southern Illinois University
448,Jackson,Southern Illinois University
1782,Jackson,Southern Illinois University
140,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
1020,Jackson,Southern Illinois University
1020,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
780,Jackson,Southern Illinois University
1248,Jackson,Southern Illinois University
40,Jackson,Southern Illinois University
1170,Jackson,Southern Illinois University
2970,Jackson,Southern Illinois University
3028,Jackson,Southern Illinois University
854,Jackson,Southern Illinois University
2200,Jackson,Southern Illinois University
1080,Jackson,Southern Illinois University
1080,Jackson,Southern Illinois University
1748,Jackson,Southern Illinois University
864,Jackson,Southern Illinois University
864,Jackson,Southern Illinois University
864,Jackson,Southern Illinois University
964,Jackson,Southern Illinois University
864,Jackson,Southern Illinois University
864,Jackson,Southern Illinois University
64,Jackson,Southern Illinois University
1469,Jackson,Southern Illinois University
350,Jackson,Southern Illinois University
35,Jackson,Southern Illinois University
2500,Jackson,Southern Illinois University
9316,Jackson,Southern Illinois University
3931,Jackson,Southern Illinois University
3840,Jackson,Southern Illinois University
120,Jackson,Southern Illinois University
1078,Jackson,Southern Illinois University
492,Jackson,Southern Illinois University
500,Jackson,Southern Illinois University
401,Jackson,Southern Illinois University
600,Jackson,Southern Illinois University
1920,Jackson,Southern Illinois University
240,Jackson,Southern Illinois University
1132,Jackson,Southern Illinois University
1132,Jackson,Southern Illinois University
1132,Jackson,Southern Illinois University
12924,Jackson,Southern Illinois University
266,LaSalle,Department of Natural Resources
70995,Cook,Chicago State University
70995,Cook,Chicago State University
113164,Cook,Chicago State University
185458,Cook,Chicago State University
66968,Cook,Chicago State University
116800,Cook,Chicago State University
680,,Northern Illinois University
56580,Cook,Chicago State University
11000,Cook,Chicago State University
49841,Cook,Chicago State University
196,Cook,Chicago State University
70995,Cook,Chicago State University
3051,Coles,Eastern Illinois University
83070,Coles,Eastern Illinois University
27060,Coles,Eastern Illinois University
5908,Coles,Eastern Illinois University
155202,Coles,Eastern Illinois University
3804,Coles,Eastern Illinois University
104165,Coles,Eastern Illinois University
14808,Coles,Eastern Illinois University
111721,Coles,Eastern Illinois University
104520,Coles,Eastern Illinois University
4500,Coles,Eastern Illinois University
2594,Coles,Eastern Illinois University
511,Coles,Eastern Illinois University
46600,Coles,Eastern Illinois University
14575,Coles,Eastern Illinois University
64003,Coles,Eastern Illinois University
51016,Coles,Eastern Illinois University
15741,Coles,Eastern Illinois University
4800,Coles,Eastern Illinois University
116334,Coles,Eastern Illinois University
20164,Coles,Eastern Illinois University
38662,Coles,Eastern Illinois University
4154,Coles,Eastern Illinois University
16292,Coles,Eastern Illinois University
4368,Coles,Eastern Illinois University
3840,Coles,Eastern Illinois University
2108,Coles,Eastern Illinois University
15250,Coles,Eastern Illinois University
13460,Coles,Eastern Illinois University
5970,Coles,Eastern Illinois University
7500,Coles,Eastern Illinois University
55000,Coles,Eastern Illinois University
2508,Coles,Eastern Illinois University
500000,Will,Governors State University
2000,Will,Governors State University
14000,Will,Governors State University
5000,Will,Governors State University
9000,Will,Governors State University
65070,Cook,Northeastern Illinois University
36954,Cook,Northeastern Illinois University
36374,Cook,Northeastern Illinois University
40664,Cook,Northeastern Illinois University
59519,Cook,Northeastern Illinois University
84826,Cook,Northeastern Illinois University
36029,Cook,Northeastern Illinois University
1569,Cook,Northeastern Illinois University
143670,Cook,Northeastern Illinois University
148662,Cook,Northeastern Illinois University
141232,Cook,Northeastern Illinois University
7200,Cook,Northeastern Illinois University
117360,Cook,Northeastern Illinois University
58362,Cook,Northeastern Illinois University
5584,Cook,Northeastern Illinois University
5400,Cook,Northeastern Illinois University
7538,McDonough,Western Illinois University
142172,McDonough,Western Illinois University
10200,McDonough,Western Illinois University
123208,McDonough,Western Illinois University
