country,year,country,year,country
Kiribati,1997,Kiribati,1997,Kiribati
Kuwait,1997,Kuwait,1997,Kuwait
Kyrgyz Republic,1997,Kyrgyz Republic,1997,Kyrgyz Republic
Lao,1997,Lao,1997,Lao
Latvia,1997,Latvia,1997,Latvia
Lebanon,1997,Lebanon,1997,Lebanon
Lesotho,1997,Lesotho,1997,Lesotho
Liberia,1997,Liberia,1997,Liberia
Libya,1997,Libya,1997,Libya
Lithuania,1997,Lithuania,1997,Lithuania
Luxembourg,1997,Luxembourg,1997,Luxembourg
"Macedonia, FYR",1997,"Macedonia, FYR",1997,"Macedonia, FYR"
Madagascar,1997,Madagascar,1997,Madagascar
Malawi,1997,Malawi,1997,Malawi
Malaysia,1997,Malaysia,1997,Malaysia
Maldives,1997,Maldives,1997,Maldives
Mali,1997,Mali,1997,Mali
Malta,1997,Malta,1997,Malta
Marshall Islands,1997,Marshall Islands,1997,Marshall Islands
Mauritania,1997,Mauritania,1997,Mauritania
Mauritius,1997,Mauritius,1997,Mauritius
Mexico,1997,Mexico,1997,Mexico
"Micronesia, Fed. Sts.",1997,"Micronesia, Fed. Sts.",1997,"Micronesia, Fed. Sts."
Moldova,1997,Moldova,1997,Moldova
Mongolia,1997,Mongolia,1997,Mongolia
Montenegro,1997,Montenegro,1997,Montenegro
Morocco,1997,Morocco,1997,Morocco
Mozambique,1997,Mozambique,1997,Mozambique
Myanmar,1997,Myanmar,1997,Myanmar
Namibia,1997,Namibia,1997,Namibia
Nepal,1997,Nepal,1997,Nepal
Netherlands,1997,Netherlands,1997,Netherlands
New Zealand,1997,New Zealand,1997,New Zealand
Nicaragua,1997,Nicaragua,1997,Nicaragua
Niger,1997,Niger,1997,Niger
Nigeria,1997,Nigeria,1997,Nigeria
North Korea,1997,North Korea,1997,North Korea
Norway,1997,Norway,1997,Norway
Oman,1997,Oman,1997,Oman
Pakistan,1997,Pakistan,1997,Pakistan
Palestine,1997,Palestine,1997,Palestine
Panama,1997,Panama,1997,Panama
Papua New Guinea,1997,Papua New Guinea,1997,Papua New Guinea
Paraguay,1997,Paraguay,1997,Paraguay
Peru,1997,Peru,1997,Peru
Philippines,1997,Philippines,1997,Philippines
Poland,1997,Poland,1997,Poland
Portugal,1997,Portugal,1997,Portugal
Qatar,1997,Qatar,1997,Qatar
Romania,1997,Romania,1997,Romania
Russia,1997,Russia,1997,Russia
Rwanda,1997,Rwanda,1997,Rwanda
Samoa,1997,Samoa,1997,Samoa
Sao Tome and Principe,1997,Sao Tome and Principe,1997,Sao Tome and Principe
Saudi Arabia,1997,Saudi Arabia,1997,Saudi Arabia
Senegal,1997,Senegal,1997,Senegal
Serbia,1997,Serbia,1997,Serbia
Seychelles,1997,Seychelles,1997,Seychelles
Sierra Leone,1997,Sierra Leone,1997,Sierra Leone
Singapore,1997,Singapore,1997,Singapore
Slovak Republic,1997,Slovak Republic,1997,Slovak Republic
Slovenia,1997,Slovenia,1997,Slovenia
Solomon Islands,1997,Solomon Islands,1997,Solomon Islands
Somalia,1997,Somalia,1997,Somalia
South Africa,1997,South Africa,1997,South Africa
South Korea,1997,South Korea,1997,South Korea
South Sudan,1997,South Sudan,1997,South Sudan
Spain,1997,Spain,1997,Spain
Sri Lanka,1997,Sri Lanka,1997,Sri Lanka
St. Lucia,1997,St. Lucia,1997,St. Lucia
St. Vincent and the Grenadines,1997,St. Vincent and the Grenadines,1997,St. Vincent and the Grenadines
Sudan,1997,Sudan,1997,Sudan
Suriname,1997,Suriname,1997,Suriname
Swaziland,1997,Swaziland,1997,Swaziland
Sweden,1997,Sweden,1997,Sweden
Switzerland,1997,Switzerland,1997,Switzerland
Syria,1997,Syria,1997,Syria
Tajikistan,1997,Tajikistan,1997,Tajikistan
Tanzania,1997,Tanzania,1997,Tanzania
Thailand,1997,Thailand,1997,Thailand
Timor-Leste,1997,Timor-Leste,1997,Timor-Leste
Togo,1997,Togo,1997,Togo
Tonga,1997,Tonga,1997,Tonga
Trinidad and Tobago,1997,Trinidad and Tobago,1997,Trinidad and Tobago
Tunisia,1997,Tunisia,1997,Tunisia
Turkey,1997,Turkey,1997,Turkey
Turkmenistan,1997,Turkmenistan,1997,Turkmenistan
Uganda,1997,Uganda,1997,Uganda
Ukraine,1997,Ukraine,1997,Ukraine
United Arab Emirates,1997,United Arab Emirates,1997,United Arab Emirates
United Kingdom,1997,United Kingdom,1997,United Kingdom
United States,1997,United States,1997,United States
Uruguay,1997,Uruguay,1997,Uruguay
Uzbekistan,1997,Uzbekistan,1997,Uzbekistan
Vanuatu,1997,Vanuatu,1997,Vanuatu
Venezuela,1997,Venezuela,1997,Venezuela
Vietnam,1997,Vietnam,1997,Vietnam
Yemen,1997,Yemen,1997,Yemen
Zambia,1997,Zambia,1997,Zambia
Zimbabwe,1997,Zimbabwe,1997,Zimbabwe
Afghanistan,2002,Afghanistan,2002,Afghanistan
Albania,2002,Albania,2002,Albania
Algeria,2002,Algeria,2002,Algeria
Andorra,2002,Andorra,2002,Andorra
Angola,2002,Angola,2002,Angola
Antigua and Barbuda,2002,Antigua and Barbuda,2002,Antigua and Barbuda
Argentina,2002,Argentina,2002,Argentina
Armenia,2002,Armenia,2002,Armenia
Australia,2002,Australia,2002,Australia
Austria,2002,Austria,2002,Austria
Azerbaijan,2002,Azerbaijan,2002,Azerbaijan
Bahamas,2002,Bahamas,2002,Bahamas
Bahrain,2002,Bahrain,2002,Bahrain
Bangladesh,2002,Bangladesh,2002,Bangladesh
Barbados,2002,Barbados,2002,Barbados
Belarus,2002,Belarus,2002,Belarus
Belgium,2002,Belgium,2002,Belgium
Belize,2002,Belize,2002,Belize
Benin,2002,Benin,2002,Benin
Bhutan,2002,Bhutan,2002,Bhutan
Bolivia,2002,Bolivia,2002,Bolivia
Bosnia and Herzegovina,2002,Bosnia and Herzegovina,2002,Bosnia and Herzegovina
Botswana,2002,Botswana,2002,Botswana
Brazil,2002,Brazil,2002,Brazil
Brunei,2002,Brunei,2002,Brunei
Bulgaria,2002,Bulgaria,2002,Bulgaria
Burkina Faso,2002,Burkina Faso,2002,Burkina Faso
Burundi,2002,Burundi,2002,Burundi
Cambodia,2002,Cambodia,2002,Cambodia
Cameroon,2002,Cameroon,2002,Cameroon
Canada,2002,Canada,2002,Canada
Cape Verde,2002,Cape Verde,2002,Cape Verde
Central African Republic,2002,Central African Republic,2002,Central African Republic
Chad,2002,Chad,2002,Chad
Chile,2002,Chile,2002,Chile
China,2002,China,2002,China
Colombia,2002,Colombia,2002,Colombia
Comoros,2002,Comoros,2002,Comoros
"Congo, Dem. Rep.",2002,"Congo, Dem. Rep.",2002,"Congo, Dem. Rep."
"Congo, Rep.",2002,"Congo, Rep.",2002,"Congo, Rep."
Costa Rica,2002,Costa Rica,2002,Costa Rica
Cote d'Ivoire,2002,Cote d'Ivoire,2002,Cote d'Ivoire
Croatia,2002,Croatia,2002,Croatia
Cuba,2002,Cuba,2002,Cuba
Cyprus,2002,Cyprus,2002,Cyprus
Czech Republic,2002,Czech Republic,2002,Czech Republic
Denmark,2002,Denmark,2002,Denmark
Djibouti,2002,Djibouti,2002,Djibouti
Dominica,2002,Dominica,2002,Dominica
Dominican Republic,2002,Dominican Republic,2002,Dominican Republic
Ecuador,2002,Ecuador,2002,Ecuador
Egypt,2002,Egypt,2002,Egypt
El Salvador,2002,El Salvador,2002,El Salvador
Equatorial Guinea,2002,Equatorial Guinea,2002,Equatorial Guinea
Eritrea,2002,Eritrea,2002,Eritrea
Estonia,2002,Estonia,2002,Estonia
Ethiopia,2002,Ethiopia,2002,Ethiopia
Fiji,2002,Fiji,2002,Fiji
Finland,2002,Finland,2002,Finland
France,2002,France,2002,France
Gabon,2002,Gabon,2002,Gabon
Gambia,2002,Gambia,2002,Gambia
Georgia,2002,Georgia,2002,Georgia
Germany,2002,Germany,2002,Germany
Ghana,2002,Ghana,2002,Ghana
Greece,2002,Greece,2002,Greece
Grenada,2002,Grenada,2002,Grenada
Guatemala,2002,Guatemala,2002,Guatemala
Guinea,2002,Guinea,2002,Guinea
Guinea-Bissau,2002,Guinea-Bissau,2002,Guinea-Bissau
Guyana,2002,Guyana,2002,Guyana
Haiti,2002,Haiti,2002,Haiti
Honduras,2002,Honduras,2002,Honduras
Hungary,2002,Hungary,2002,Hungary
Iceland,2002,Iceland,2002,Iceland
India,2002,India,2002,India
Indonesia,2002,Indonesia,2002,Indonesia
Iran,2002,Iran,2002,Iran
Iraq,2002,Iraq,2002,Iraq
Ireland,2002,Ireland,2002,Ireland
Israel,2002,Israel,2002,Israel
Italy,2002,Italy,2002,Italy
Jamaica,2002,Jamaica,2002,Jamaica
Japan,2002,Japan,2002,Japan
Jordan,2002,Jordan,2002,Jordan
Kazakhstan,2002,Kazakhstan,2002,Kazakhstan
Kenya,2002,Kenya,2002,Kenya
Kiribati,2002,Kiribati,2002,Kiribati
Kuwait,2002,Kuwait,2002,Kuwait
Kyrgyz Republic,2002,Kyrgyz Republic,2002,Kyrgyz Republic
Lao,2002,Lao,2002,Lao
Latvia,2002,Latvia,2002,Latvia
Lebanon,2002,Lebanon,2002,Lebanon
Lesotho,2002,Lesotho,2002,Lesotho
Liberia,2002,Liberia,2002,Liberia
Libya,2002,Libya,2002,Libya
Lithuania,2002,Lithuania,2002,Lithuania
Luxembourg,2002,Luxembourg,2002,Luxembourg
"Macedonia, FYR",2002,"Macedonia, FYR",2002,"Macedonia, FYR"
Madagascar,2002,Madagascar,2002,Madagascar
Malawi,2002,Malawi,2002,Malawi
Malaysia,2002,Malaysia,2002,Malaysia
Maldives,2002,Maldives,2002,Maldives
Mali,2002,Mali,2002,Mali
Malta,2002,Malta,2002,Malta
Marshall Islands,2002,Marshall Islands,2002,Marshall Islands
Mauritania,2002,Mauritania,2002,Mauritania
Mauritius,2002,Mauritius,2002,Mauritius
Mexico,2002,Mexico,2002,Mexico
"Micronesia, Fed. Sts.",2002,"Micronesia, Fed. Sts.",2002,"Micronesia, Fed. Sts."
Moldova,2002,Moldova,2002,Moldova
Mongolia,2002,Mongolia,2002,Mongolia
Montenegro,2002,Montenegro,2002,Montenegro
Morocco,2002,Morocco,2002,Morocco
Mozambique,2002,Mozambique,2002,Mozambique
Myanmar,2002,Myanmar,2002,Myanmar
Namibia,2002,Namibia,2002,Namibia
Nepal,2002,Nepal,2002,Nepal
Netherlands,2002,Netherlands,2002,Netherlands
New Zealand,2002,New Zealand,2002,New Zealand
Nicaragua,2002,Nicaragua,2002,Nicaragua
Niger,2002,Niger,2002,Niger
Nigeria,2002,Nigeria,2002,Nigeria
North Korea,2002,North Korea,2002,North Korea
Norway,2002,Norway,2002,Norway
Oman,2002,Oman,2002,Oman
Pakistan,2002,Pakistan,2002,Pakistan
Palestine,2002,Palestine,2002,Palestine
Panama,2002,Panama,2002,Panama
Papua New Guinea,2002,Papua New Guinea,2002,Papua New Guinea
Paraguay,2002,Paraguay,2002,Paraguay
Peru,2002,Peru,2002,Peru
Philippines,2002,Philippines,2002,Philippines
Poland,2002,Poland,2002,Poland
Portugal,2002,Portugal,2002,Portugal
Qatar,2002,Qatar,2002,Qatar
Romania,2002,Romania,2002,Romania
Russia,2002,Russia,2002,Russia
Rwanda,2002,Rwanda,2002,Rwanda
Samoa,2002,Samoa,2002,Samoa
Sao Tome and Principe,2002,Sao Tome and Principe,2002,Sao Tome and Principe
Saudi Arabia,2002,Saudi Arabia,2002,Saudi Arabia
Senegal,2002,Senegal,2002,Senegal
Serbia,2002,Serbia,2002,Serbia
Seychelles,2002,Seychelles,2002,Seychelles
Sierra Leone,2002,Sierra Leone,2002,Sierra Leone
Singapore,2002,Singapore,2002,Singapore
Slovak Republic,2002,Slovak Republic,2002,Slovak Republic
Slovenia,2002,Slovenia,2002,Slovenia
Solomon Islands,2002,Solomon Islands,2002,Solomon Islands
Somalia,2002,Somalia,2002,Somalia
South Africa,2002,South Africa,2002,South Africa
South Korea,2002,South Korea,2002,South Korea
South Sudan,2002,South Sudan,2002,South Sudan
Spain,2002,Spain,2002,Spain
Sri Lanka,2002,Sri Lanka,2002,Sri Lanka
St. Lucia,2002,St. Lucia,2002,St. Lucia
St. Vincent and the Grenadines,2002,St. Vincent and the Grenadines,2002,St. Vincent and the Grenadines
Sudan,2002,Sudan,2002,Sudan
Suriname,2002,Suriname,2002,Suriname
Swaziland,2002,Swaziland,2002,Swaziland
Sweden,2002,Sweden,2002,Sweden
Switzerland,2002,Switzerland,2002,Switzerland
Syria,2002,Syria,2002,Syria
Tajikistan,2002,Tajikistan,2002,Tajikistan
Tanzania,2002,Tanzania,2002,Tanzania
Thailand,2002,Thailand,2002,Thailand
Timor-Leste,2002,Timor-Leste,2002,Timor-Leste
Togo,2002,Togo,2002,Togo
Tonga,2002,Tonga,2002,Tonga
Trinidad and Tobago,2002,Trinidad and Tobago,2002,Trinidad and Tobago
Tunisia,2002,Tunisia,2002,Tunisia
Turkey,2002,Turkey,2002,Turkey
Turkmenistan,2002,Turkmenistan,2002,Turkmenistan
Uganda,2002,Uganda,2002,Uganda
Ukraine,2002,Ukraine,2002,Ukraine
United Arab Emirates,2002,United Arab Emirates,2002,United Arab Emirates
United Kingdom,2002,United Kingdom,2002,United Kingdom
United States,2002,United States,2002,United States
Uruguay,2002,Uruguay,2002,Uruguay
Uzbekistan,2002,Uzbekistan,2002,Uzbekistan
Vanuatu,2002,Vanuatu,2002,Vanuatu
Venezuela,2002,Venezuela,2002,Venezuela
Vietnam,2002,Vietnam,2002,Vietnam
Yemen,2002,Yemen,2002,Yemen
Zambia,2002,Zambia,2002,Zambia
Zimbabwe,2002,Zimbabwe,2002,Zimbabwe
Afghanistan,2007,Afghanistan,2007,Afghanistan
Albania,2007,Albania,2007,Albania
Algeria,2007,Algeria,2007,Algeria
Andorra,2007,Andorra,2007,Andorra
Angola,2007,Angola,2007,Angola
Antigua and Barbuda,2007,Antigua and Barbuda,2007,Antigua and Barbuda
Argentina,2007,Argentina,2007,Argentina
Armenia,2007,Armenia,2007,Armenia
Australia,2007,Australia,2007,Australia
Austria,2007,Austria,2007,Austria
Azerbaijan,2007,Azerbaijan,2007,Azerbaijan
Bahamas,2007,Bahamas,2007,Bahamas
Bahrain,2007,Bahrain,2007,Bahrain
Bangladesh,2007,Bangladesh,2007,Bangladesh
Barbados,2007,Barbados,2007,Barbados
Belarus,2007,Belarus,2007,Belarus
Belgium,2007,Belgium,2007,Belgium
Belize,2007,Belize,2007,Belize
Benin,2007,Benin,2007,Benin
Bhutan,2007,Bhutan,2007,Bhutan
Bolivia,2007,Bolivia,2007,Bolivia
Bosnia and Herzegovina,2007,Bosnia and Herzegovina,2007,Bosnia and Herzegovina
Botswana,2007,Botswana,2007,Botswana
Brazil,2007,Brazil,2007,Brazil
Brunei,2007,Brunei,2007,Brunei
Bulgaria,2007,Bulgaria,2007,Bulgaria
Burkina Faso,2007,Burkina Faso,2007,Burkina Faso
Burundi,2007,Burundi,2007,Burundi
Cambodia,2007,Cambodia,2007,Cambodia
Cameroon,2007,Cameroon,2007,Cameroon
Canada,2007,Canada,2007,Canada
Cape Verde,2007,Cape Verde,2007,Cape Verde
Central African Republic,2007,Central African Republic,2007,Central African Republic
Chad,2007,Chad,2007,Chad
Chile,2007,Chile,2007,Chile
China,2007,China,2007,China
Colombia,2007,Colombia,2007,Colombia
Comoros,2007,Comoros,2007,Comoros
"Congo, Dem. Rep.",2007,"Congo, Dem. Rep.",2007,"Congo, Dem. Rep."
"Congo, Rep.",2007,"Congo, Rep.",2007,"Congo, Rep."
Costa Rica,2007,Costa Rica,2007,Costa Rica
Cote d'Ivoire,2007,Cote d'Ivoire,2007,Cote d'Ivoire
Croatia,2007,Croatia,2007,Croatia
Cuba,2007,Cuba,2007,Cuba
Cyprus,2007,Cyprus,2007,Cyprus
Czech Republic,2007,Czech Republic,2007,Czech Republic
Denmark,2007,Denmark,2007,Denmark
Djibouti,2007,Djibouti,2007,Djibouti
Dominica,2007,Dominica,2007,Dominica
Dominican Republic,2007,Dominican Republic,2007,Dominican Republic
Ecuador,2007,Ecuador,2007,Ecuador
Egypt,2007,Egypt,2007,Egypt
El Salvador,2007,El Salvador,2007,El Salvador
Equatorial Guinea,2007,Equatorial Guinea,2007,Equatorial Guinea
Eritrea,2007,Eritrea,2007,Eritrea
Estonia,2007,Estonia,2007,Estonia
Ethiopia,2007,Ethiopia,2007,Ethiopia
Fiji,2007,Fiji,2007,Fiji
Finland,2007,Finland,2007,Finland
France,2007,France,2007,France
Gabon,2007,Gabon,2007,Gabon
Gambia,2007,Gambia,2007,Gambia
Georgia,2007,Georgia,2007,Georgia
Germany,2007,Germany,2007,Germany
Ghana,2007,Ghana,2007,Ghana
Greece,2007,Greece,2007,Greece
Grenada,2007,Grenada,2007,Grenada
Guatemala,2007,Guatemala,2007,Guatemala
Guinea,2007,Guinea,2007,Guinea
Guinea-Bissau,2007,Guinea-Bissau,2007,Guinea-Bissau
Guyana,2007,Guyana,2007,Guyana
Haiti,2007,Haiti,2007,Haiti
Honduras,2007,Honduras,2007,Honduras
Hungary,2007,Hungary,2007,Hungary
Iceland,2007,Iceland,2007,Iceland
India,2007,India,2007,India
Indonesia,2007,Indonesia,2007,Indonesia
Iran,2007,Iran,2007,Iran
Iraq,2007,Iraq,2007,Iraq
Ireland,2007,Ireland,2007,Ireland
Israel,2007,Israel,2007,Israel
Italy,2007,Italy,2007,Italy
Jamaica,2007,Jamaica,2007,Jamaica
Japan,2007,Japan,2007,Japan
Jordan,2007,Jordan,2007,Jordan
Kazakhstan,2007,Kazakhstan,2007,Kazakhstan
Kenya,2007,Kenya,2007,Kenya
Kiribati,2007,Kiribati,2007,Kiribati
Kuwait,2007,Kuwait,2007,Kuwait
Kyrgyz Republic,2007,Kyrgyz Republic,2007,Kyrgyz Republic
Lao,2007,Lao,2007,Lao
Latvia,2007,Latvia,2007,Latvia
Lebanon,2007,Lebanon,2007,Lebanon
Lesotho,2007,Lesotho,2007,Lesotho
Liberia,2007,Liberia,2007,Liberia
Libya,2007,Libya,2007,Libya
Lithuania,2007,Lithuania,2007,Lithuania
Luxembourg,2007,Luxembourg,2007,Luxembourg
"Macedonia, FYR",2007,"Macedonia, FYR",2007,"Macedonia, FYR"
Madagascar,2007,Madagascar,2007,Madagascar
Malawi,2007,Malawi,2007,Malawi
Malaysia,2007,Malaysia,2007,Malaysia
Maldives,2007,Maldives,2007,Maldives
Mali,2007,Mali,2007,Mali
Malta,2007,Malta,2007,Malta
Marshall Islands,2007,Marshall Islands,2007,Marshall Islands
Mauritania,2007,Mauritania,2007,Mauritania
Mauritius,2007,Mauritius,2007,Mauritius
Mexico,2007,Mexico,2007,Mexico
"Micronesia, Fed. Sts.",2007,"Micronesia, Fed. Sts.",2007,"Micronesia, Fed. Sts."
Moldova,2007,Moldova,2007,Moldova
Mongolia,2007,Mongolia,2007,Mongolia
Montenegro,2007,Montenegro,2007,Montenegro
Morocco,2007,Morocco,2007,Morocco
Mozambique,2007,Mozambique,2007,Mozambique
Myanmar,2007,Myanmar,2007,Myanmar
Namibia,2007,Namibia,2007,Namibia
Nepal,2007,Nepal,2007,Nepal
Netherlands,2007,Netherlands,2007,Netherlands
New Zealand,2007,New Zealand,2007,New Zealand
Nicaragua,2007,Nicaragua,2007,Nicaragua
Niger,2007,Niger,2007,Niger
Nigeria,2007,Nigeria,2007,Nigeria
North Korea,2007,North Korea,2007,North Korea
Norway,2007,Norway,2007,Norway
Oman,2007,Oman,2007,Oman
Pakistan,2007,Pakistan,2007,Pakistan
Palestine,2007,Palestine,2007,Palestine
Panama,2007,Panama,2007,Panama
Papua New Guinea,2007,Papua New Guinea,2007,Papua New Guinea
Paraguay,2007,Paraguay,2007,Paraguay
Peru,2007,Peru,2007,Peru
Philippines,2007,Philippines,2007,Philippines
Poland,2007,Poland,2007,Poland
Portugal,2007,Portugal,2007,Portugal
Qatar,2007,Qatar,2007,Qatar
Romania,2007,Romania,2007,Romania
Russia,2007,Russia,2007,Russia
Rwanda,2007,Rwanda,2007,Rwanda
Samoa,2007,Samoa,2007,Samoa
Sao Tome and Principe,2007,Sao Tome and Principe,2007,Sao Tome and Principe
Saudi Arabia,2007,Saudi Arabia,2007,Saudi Arabia
Senegal,2007,Senegal,2007,Senegal
Serbia,2007,Serbia,2007,Serbia
Seychelles,2007,Seychelles,2007,Seychelles
Sierra Leone,2007,Sierra Leone,2007,Sierra Leone
Singapore,2007,Singapore,2007,Singapore
Slovak Republic,2007,Slovak Republic,2007,Slovak Republic
Slovenia,2007,Slovenia,2007,Slovenia
Solomon Islands,2007,Solomon Islands,2007,Solomon Islands
Somalia,2007,Somalia,2007,Somalia
South Africa,2007,South Africa,2007,South Africa
South Korea,2007,South Korea,2007,South Korea
South Sudan,2007,South Sudan,2007,South Sudan
Spain,2007,Spain,2007,Spain
Sri Lanka,2007,Sri Lanka,2007,Sri Lanka
St. Lucia,2007,St. Lucia,2007,St. Lucia
St. Vincent and the Grenadines,2007,St. Vincent and the Grenadines,2007,St. Vincent and the Grenadines
Sudan,2007,Sudan,2007,Sudan
Suriname,2007,Suriname,2007,Suriname
Swaziland,2007,Swaziland,2007,Swaziland
Sweden,2007,Sweden,2007,Sweden
Switzerland,2007,Switzerland,2007,Switzerland
Syria,2007,Syria,2007,Syria
Tajikistan,2007,Tajikistan,2007,Tajikistan
Tanzania,2007,Tanzania,2007,Tanzania
Thailand,2007,Thailand,2007,Thailand
Timor-Leste,2007,Timor-Leste,2007,Timor-Leste
Togo,2007,Togo,2007,Togo
Tonga,2007,Tonga,2007,Tonga
Trinidad and Tobago,2007,Trinidad and Tobago,2007,Trinidad and Tobago
Tunisia,2007,Tunisia,2007,Tunisia
Turkey,2007,Turkey,2007,Turkey
Turkmenistan,2007,Turkmenistan,2007,Turkmenistan
Uganda,2007,Uganda,2007,Uganda
Ukraine,2007,Ukraine,2007,Ukraine
United Arab Emirates,2007,United Arab Emirates,2007,United Arab Emirates
United Kingdom,2007,United Kingdom,2007,United Kingdom
United States,2007,United States,2007,United States
Uruguay,2007,Uruguay,2007,Uruguay
Uzbekistan,2007,Uzbekistan,2007,Uzbekistan
Vanuatu,2007,Vanuatu,2007,Vanuatu
Venezuela,2007,Venezuela,2007,Venezuela
Vietnam,2007,Vietnam,2007,Vietnam
Yemen,2007,Yemen,2007,Yemen
Zambia,2007,Zambia,2007,Zambia
Zimbabwe,2007,Zimbabwe,2007,Zimbabwe
Afghanistan,2012,Afghanistan,2012,Afghanistan
Albania,2012,Albania,2012,Albania
Algeria,2012,Algeria,2012,Algeria
Andorra,2012,Andorra,2012,Andorra
Angola,2012,Angola,2012,Angola
Antigua and Barbuda,2012,Antigua and Barbuda,2012,Antigua and Barbuda
Argentina,2012,Argentina,2012,Argentina
Armenia,2012,Armenia,2012,Armenia
Australia,2012,Australia,2012,Australia
Austria,2012,Austria,2012,Austria
Azerbaijan,2012,Azerbaijan,2012,Azerbaijan
Bahamas,2012,Bahamas,2012,Bahamas
Bahrain,2012,Bahrain,2012,Bahrain
Bangladesh,2012,Bangladesh,2012,Bangladesh
Barbados,2012,Barbados,2012,Barbados
Belarus,2012,Belarus,2012,Belarus
Belgium,2012,Belgium,2012,Belgium
Belize,2012,Belize,2012,Belize
Benin,2012,Benin,2012,Benin
Bhutan,2012,Bhutan,2012,Bhutan
Bolivia,2012,Bolivia,2012,Bolivia
Bosnia and Herzegovina,2012,Bosnia and Herzegovina,2012,Bosnia and Herzegovina
Botswana,2012,Botswana,2012,Botswana
Brazil,2012,Brazil,2012,Brazil
Brunei,2012,Brunei,2012,Brunei
Bulgaria,2012,Bulgaria,2012,Bulgaria
Burkina Faso,2012,Burkina Faso,2012,Burkina Faso
Burundi,2012,Burundi,2012,Burundi
Cambodia,2012,Cambodia,2012,Cambodia
Cameroon,2012,Cameroon,2012,Cameroon
Canada,2012,Canada,2012,Canada
Cape Verde,2012,Cape Verde,2012,Cape Verde
Central African Republic,2012,Central African Republic,2012,Central African Republic
Chad,2012,Chad,2012,Chad
Chile,2012,Chile,2012,Chile
China,2012,China,2012,China
Colombia,2012,Colombia,2012,Colombia
Comoros,2012,Comoros,2012,Comoros
"Congo, Dem. Rep.",2012,"Congo, Dem. Rep.",2012,"Congo, Dem. Rep."
"Congo, Rep.",2012,"Congo, Rep.",2012,"Congo, Rep."
Costa Rica,2012,Costa Rica,2012,Costa Rica
Cote d'Ivoire,2012,Cote d'Ivoire,2012,Cote d'Ivoire
Croatia,2012,Croatia,2012,Croatia
Cuba,2012,Cuba,2012,Cuba
Cyprus,2012,Cyprus,2012,Cyprus
Czech Republic,2012,Czech Republic,2012,Czech Republic
Denmark,2012,Denmark,2012,Denmark
Djibouti,2012,Djibouti,2012,Djibouti
Dominica,2012,Dominica,2012,Dominica
Dominican Republic,2012,Dominican Republic,2012,Dominican Republic
Ecuador,2012,Ecuador,2012,Ecuador
Egypt,2012,Egypt,2012,Egypt
El Salvador,2012,El Salvador,2012,El Salvador
Equatorial Guinea,2012,Equatorial Guinea,2012,Equatorial Guinea
Eritrea,2012,Eritrea,2012,Eritrea
Estonia,2012,Estonia,2012,Estonia
Ethiopia,2012,Ethiopia,2012,Ethiopia
Fiji,2012,Fiji,2012,Fiji
Finland,2012,Finland,2012,Finland
France,2012,France,2012,France
Gabon,2012,Gabon,2012,Gabon
Gambia,2012,Gambia,2012,Gambia
Georgia,2012,Georgia,2012,Georgia
Germany,2012,Germany,2012,Germany
Ghana,2012,Ghana,2012,Ghana
Greece,2012,Greece,2012,Greece
Grenada,2012,Grenada,2012,Grenada
Guatemala,2012,Guatemala,2012,Guatemala
Guinea,2012,Guinea,2012,Guinea
Guinea-Bissau,2012,Guinea-Bissau,2012,Guinea-Bissau
Guyana,2012,Guyana,2012,Guyana
Haiti,2012,Haiti,2012,Haiti
Honduras,2012,Honduras,2012,Honduras
Hungary,2012,Hungary,2012,Hungary
Iceland,2012,Iceland,2012,Iceland
India,2012,India,2012,India
Indonesia,2012,Indonesia,2012,Indonesia
Iran,2012,Iran,2012,Iran
Iraq,2012,Iraq,2012,Iraq
Ireland,2012,Ireland,2012,Ireland
Israel,2012,Israel,2012,Israel
Italy,2012,Italy,2012,Italy
Jamaica,2012,Jamaica,2012,Jamaica
Japan,2012,Japan,2012,Japan
Jordan,2012,Jordan,2012,Jordan
Kazakhstan,2012,Kazakhstan,2012,Kazakhstan
Kenya,2012,Kenya,2012,Kenya
Kiribati,2012,Kiribati,2012,Kiribati
Kuwait,2012,Kuwait,2012,Kuwait
Kyrgyz Republic,2012,Kyrgyz Republic,2012,Kyrgyz Republic
Lao,2012,Lao,2012,Lao
Latvia,2012,Latvia,2012,Latvia
Lebanon,2012,Lebanon,2012,Lebanon
Lesotho,2012,Lesotho,2012,Lesotho
Liberia,2012,Liberia,2012,Liberia
Libya,2012,Libya,2012,Libya
Lithuania,2012,Lithuania,2012,Lithuania
Luxembourg,2012,Luxembourg,2012,Luxembourg
"Macedonia, FYR",2012,"Macedonia, FYR",2012,"Macedonia, FYR"
Madagascar,2012,Madagascar,2012,Madagascar
Malawi,2012,Malawi,2012,Malawi
Malaysia,2012,Malaysia,2012,Malaysia
Maldives,2012,Maldives,2012,Maldives
Mali,2012,Mali,2012,Mali
Malta,2012,Malta,2012,Malta
Marshall Islands,2012,Marshall Islands,2012,Marshall Islands
Mauritania,2012,Mauritania,2012,Mauritania
Mauritius,2012,Mauritius,2012,Mauritius
Mexico,2012,Mexico,2012,Mexico
"Micronesia, Fed. Sts.",2012,"Micronesia, Fed. Sts.",2012,"Micronesia, Fed. Sts."
Moldova,2012,Moldova,2012,Moldova
Mongolia,2012,Mongolia,2012,Mongolia
Montenegro,2012,Montenegro,2012,Montenegro
Morocco,2012,Morocco,2012,Morocco
